Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Bahrām Gūr|nr98001026|
Iskandar|n79004067|
Iskandar|n79004067|
Dārā||
Iskandar|n79004067|
Nūshābeh||
Khāḳān of Chīn||
Iskandar|n79004067|
Iskandar|n79004067|
Khāḳān of Chīn||
Iskandar|n79004067|
Iskandar|n79004067|
Khiẓr||
Ilyās||
Hurmus||
Abu'l-Ḥasan Mīrzā||
Ṭālib||
Ibn Ibrāhīm Muḥammad Mu’akhkhir al-Mu‘allim al-Kātib al-Shīrāzīابن ابراهیم محمد موخر المعلم الکاتب الشیرازی||
Tājā Mīrzā Abu al-Ḥasanāتاجا میرزا ابو الحسنا||
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Niẓāmī|n80115655|http://viaf.org/viaf/2474895
Abū Naṣr Farāhī|no2006071896 |http://viaf.org/viaf/56368539
Qūshjī, ʻAlī ibn Muḥammad, d. 1474 or 5|nr90029107|http://viaf.org/viaf/90047204
Naṣīr al-Dīn Ṭūsī|n82136884|http://viaf.org/viaf/12392936
Shaikh Ṣan'ān||
Sultan Maḥmūd||
Jibrāīl||
'Izrā'īl||
Sultan Maḥmūd||
Ayāz||
Ayāz||
Allāh Verdī Khān||
ʻAṭṭār, Farīd al-Dīn, d. ca. 1230|n81059703|http://viaf.org/viaf/100164385/
Imām Qūlī Khān||
Allāh Virdī Khān||
Shāh ‘Abbās I|n80034374|http://viaf.org/viaf/77109363
Shāh Ṣafī|n78060384|http://viaf.org/viaf/137959828
Imām Ḳulī Khān||
Allahvirdī Khān||
Shah 'Abbās|n80034374|
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Imām Ḳulī Khān||
Qadrī||
Niʻmat Allāh, fl. 1613-1630|n80131886|http://viaf.org/viaf/35539655
نعمت الله||
Afz̤al Khān, -1748|no2002075253‏|http://viaf.org/viaf/24273287/
Shaydā, Kāẓim Khān, active 1727-1777|n2006220461‏‏|http://viaf.org/viaf/78222566/
Mullā ʻAbd al-Rashīd, active in 1716||
Darvezah, Ak̲h̲ūnd, 1533 or 1534-1638 or 1639|n2011209110‏|http://viaf.org/viaf/169553617
Anonymous||
Darvezah, Ak̲h̲ūnd, 1533 or 1534-1638 or 1639|n2011209110‏|http://viaf.org/viaf/169553617
Unknown||
Unknown||
Muʻīn al-Dīn Farāhī, d. 1501 or 2|n81005788|http://viaf.org/viaf/65318515
Dihlawī, ʻAbd al-ʻAzīz ibn Aḥmad, 1746 or 7-1823 or 4|nr90021765 |http://viaf.org/viaf/53999017
Ghulām Bahāʼ al-Dīn||
Mullā Jalāl Shirāzī||
Shaykh Raz̤ī ibn Ibrahīm Shuʻbī,شیخ رضی بن ابرهیم شعبی||
ʻAbd al-Qādir al-Jīlānī, d. 1166,عبدالقادر جلانى|n90650670|http://viaf.org/viaf/71359982
Muʻīn al-Dīn Farāhī, d. 1501 or 2,معين الدين فراهى|n81005788|http://viaf.org/viaf/65318515
Muḥammad Shāh Jamāl Allāh Qādirī,محمد جمال الله قادری||
Muḥammad Saʻīd Khān||
Unknown||
Anonymous||
Anonymous||
Majd al-Dīn Hibat Allāh Shīrāzī, d. 686/1287||
Muḥammad Rafīʻ al-Dīn ibn Valī Allāh Dihlavī, (1163-5 Shavv 1233/1749-Aug 1818||
Muḥammad Rafīʻ al-Dīn ibn Valī Allāh Dihlavī, (1163-5 Shavv 1233/1749-Aug 1818||
Shāh Ṭā-Hā Quṭb al-Dīn Qādirī Katānavī||
Muḥammad Pārsā al-Bukhārī, d. 822/1420,محمد پارسا البخاری|n79140235|http://viaf.org/viaf/65292796
Khvājah Baha’ al-Dīn Naqshband||
ʻUmar ibn al-Fārid|n83126412|http://viaf.org/viaf/118486738
Abū Saʻīd ibn Abī al-Khayr, 967-1049,ابو سعيد ابو الخير|n88155215 |http://viaf.org/viaf/5721767
Jalāl al-Dīn Rūmī, Maulana, 1207-1273,جلال الدين رومی، مولانا|81059876|http://viaf.org/viaf/98930150/
Abū Razīn al-ʼĀqailī||
Amīr Khusraw Dihlavī,امير حسرو دهلوى|n79065219|http://viaf.org/viaf/76503034
Khvājagī al-Ḥājī,خواحگی الحاجی||
Unknown||
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Ḥakīm al-Dīn al-Mutaṭabbib||
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Unknown||
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Jāmī, 1414-1492|n79068673|http://viaf.org/viaf/90042997
Unknown||
Unknown||
Unknown||
Shaykh (?) Muḥibb Allāh,شیخ محب الله||
Muḥammad ibn Shaykh Muḥammad Sabzavārī||
Niẓām al-Dīn ibn ʻAbd al-Shukūr Thānaysarī (d. 1035/1626?).||
Anonymous||
Abū’l Muẓaffar Tukush (Tekesh) Khwarazmshāh||
Rāzī, Fakhr al-Dīn Muḥammad ibn ʻUmar, 1149 or 50-1210|n81070765|http://viaf.org/viaf/90042555
